"1947","Jan Ulatowski, Józef Chałasiński","Przeszłość i przyszłość inteligencji polskiej","Józef Chałasiński i Jan Ulatowski – dwaj autorzy – jeden w kraju, drugi na emigracji, dyskutują o sytuacji, roli i perspektywach inteligencji polskiej."
"1947","Aleksander Piskor","Siedem ekscelencji i jedna dama","Zbiór szkiców m.in. o Juliuszu Kossaku, Leopoldzie Starzeńskim, Janie Aleksandrze Fredrze, Wojciechu Dzieduszyckim."
"1947","Sergiusz Piasecki","Spojrzę ja w okno...","Druga część „Trylogii złodziejskiej” Sergiusza Piaseckiego. Dalszy ciąg powieści „Jabłuszko”, tocząca się także w środowisku złodziejskim ówczesnego Mińska Litewskiego."
"1947","Gustaw Herling-Grudziński","W oczach pisarzy","Jedna z pierwszych antologii tekstów powstałych w latach 1939-1945 opisujących wojnę widzianą oczami ówczesnych twórców. Wybór nowel i redakcja – Gustaw Herling-Grudziński."
"1947","","Polska Marynarka Wojenna","Od pierwszej do ostatniej salwy w drugiej wojnie światowejAlbum Pamiątkowy nakładem Samopomocy Marynarki Wojennej, wydany przez Instytut Literacki w Rzymie. Opracował komandor por. Władysław Kosianowski, realizacja – Stanisław Gliwa."
"1947","JAN KOWALIK","»KULTURA«",""
"1947","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1947","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1947","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1947","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1947","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1947","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1948","Hanka Ordonówna","Tułacze dzieci","Jedyna powieść Hanki Ordonówny (pseud. literacki Weronika Hort) opisująca w bardzo realistyczny sposób losy polskich sierot zesłanych w głąb Związku Sowieckiego."
"1948","JAN KOWALIK","»KULTURA«",""
"1948","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1948","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1948","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1948","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1948","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1948","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1949","Melchior Wańkowicz","Klub Trzeciego Miejsca","Ważna pozycja, zadająca pytania o Polskę zależną geopolitycznie od Wschodu, ze swą kulturą Zachodu, szukającą kompromisu i swojego miejsca między tymi ośrodkami po II wojnie światowej."
"1949","Józef Czapski","Na Nieludzkiej Ziemi","Jedno z najważniejszych świadectw (obok m. in. Herlinga-Grudzińskiego) losów i cierpienia Polaków w obliczu aparatu państwa komunistycznego."
"1949","Stanisław Gryziewicz","Środki polityki gospodarczej","Książka jest próbą objaśnienia mechanizmów ekonomicznych i przemian w Rosji Sowieckiej po drugiej wojnie światowej."
"1949","Aleksander Janta-Połczyński","Wracam z Polski 1948","Reportaż Janty z Polski rządzonej przez komunistów w pierwszych latach powojennych. Jego publikacja wywołała burzę w środowisku emigracyjnym, stanowiąc zarzewie konfliktu między Paryżem a Londynem."
"1949","JAN KOWALIK","»KULTURA«",""
"1949","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1949","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1949","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1949","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1949","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1949","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1950","Marian Kukiel","Książę Adam Czartoryski","Esej historyczny Mariana Kukiela został wydany w IL nieprzypadkowo. Portret Księcia Adama Czartoryskiego Giedroyc powiesił w swym gabinecie, uważając go za wybitną postać."
"1950","James Burnham","Walka o świat","Znany w XX wieku amerykański politolog w swej pracy dowodził, że pokonanie komunizmu będzie możliwe tylko pod przywództwem USA."
"1950","JAN KOWALIK","»KULTURA«",""
"1950","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1950","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1950","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1950","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1950","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1950","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1951","Henryk Mirzwiński","Etiudy. Wiersze","To pierwszy tom poezji wydany przez Instytut Literacki. Zapoczątkował on tym samym ważny wątek działalności wydawniczej Instytutu."
"1951","JAN KOWALIK","»KULTURA«",""
"1951","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1951","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1951","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1951","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1951","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1951","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1952","Jan Kowalik","Polonica niemieckie za czas od 1 września 1939 do 31 grudnia 1948 roku","Redaktor interesował się żywo Niemcami i ich rolą w porządku europejskim po II wojnie światowej."
"1952","JAN KOWALIK","»KULTURA«",""
"1952","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1952","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1952","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1952","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1952","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1952","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1953","Witold Gombrowicz","Trans-Atlantyk. Ślub","Pierwsze polskie wydanie powieści i dramatu Witolda Gombrowicza. Ważna publikacja stanowiąca polemikę z polskim sarmatyzmem oraz stanowiąca kontynuację najważniejszych założeń twórczości pisarza. (BK 1)"
"1953","George Orwell","1984","Pierwsze polskie wydanie najsłynniejszej powieści Orwella - futurystycznej antyutopii opartej na politycznej symbolice. Tłumaczył Juliusz Mieroszewski."
"1953","Czesław Miłosz","Zniewolony umysł","Książka poświęcona roli i sytuacji intelektualistów za żelazną kurtyną, napisana zaraz po decyzji o emigracji. Była powodem ogromnej ilości polemik i sporów na temat komunizmu."
"1953","James Burnham","Bierny opór czy wyzwolenie?","Kolejna praca znanego XX-wiecznego politologa i socjologa opublikowana przez Giedroycia, traktująca o drodze amerykańskich polityków do zrozumienia problemów Europy Wschodniej."
"1953","Czesław Miłosz","Światło dzienne. Poezje","Pierwszy tom poezji Miłosza wydany na emigracji. Zawiera między innymi napisany podczas okupacji cykl „Świat. Poema naiwne”."
"1953","Czesław Straszewicz","Turyści z bocianich gniazd","Klasyka dwudziestowiecznej polskiej powieści. Ukazane zostały zarówno postawy Polaków na powojennej emigracji, jak i tych, którzy próbują odnaleźć się w nowej, polskiej rzeczywistości."
"1953","JAN KOWALIK","»KULTURA«",""
"1953","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1953","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1953","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1953","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1953","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1953","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1954","Stefan Korboński","W imieniu Rzeczypospolitej…","Pierwsza książka o Polskim Państwie Podziemnym 1939-1945. Wspomnienia z okresu okupacji szefa Kierownictwa Walki Cywilnej i ostatniego delegata rządu RP na Kraj."
"1954","Józef Łobodowski","Złota hramota. Poezje","Zbiór poematów autora uznawanego za "ostatniego romantyka", ale też za jednego z największych skandalistów i buntowników swoich czasów."
"1954","JAN KOWALIK","»KULTURA«",""
"1954","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1954","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1954","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1954","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1954","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1954","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1955","Jan Kowalik","Polska w bibliografii powojennych Niemiec (1945-1953).","Odbitka z „Kultury”"
"1955","Czesław Miłosz","Zdobycie władzy","Pierwsza z dwóch powieści Miłosza, przedstawia wybory i postawy Polaków pod koniec drugiej wojny światowej, po upadku powstania warszawskiego i zniewoleniu kraju przez narzucony mu reżim."
"1955","Czesław Miłosz","Dolina Issy","Zainspirowana wspomnieniami własnymi autora powieść o życiu na litewskiej wsi lat 20. XX wieku. Sfilmowana przez Tadeusza Konwickiego w 1982 roku."
"1955","Marian Pankowski","Smagła swoboda","Debiut prozatorski jednego z najoryginalniejszych polskich pisarzy, który w latach 1953-59 był recenzentem „Kultury”. Książka nagrodzona pierwszą nagrodą literacką „Kultury”."
"1955","Teodor Parnicki","Koniec „Zgody narodów”, t. 1","Klasyka powieści historycznej najważniejszego od czasów Józefa Ignacego Kraszewskiego autora tego gatunku, osadzona w realiach Bliskiego Wschodu w II wieku p.n.e."
"1955","Teodor Parnicki","Koniec „Zgody narodów”, t. 2","Klasyka powieści historycznej najważniejszego od czasów Józefa Ignacego Kraszewskiego autora tego gatunku, osadzona w realiach Bliskiego Wschodu w II wieku p.n.e."
"1955","JAN KOWALIK","»KULTURA«",""
"1955","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1955","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1955","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1955","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1955","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1955","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1956","Nikita S. Chruszczow","O kulcie jednostki i jego następstwach","Dokumenty – zeszyt 1. Referat Chruszczowa. Przełomowy dokument rozpoczynający „odwilż” w ZSRS. Rozpowszechniany w Polsce doprowadził do przełomu października 1956 i dojścia do władzy Gomułki."
"1956","Władysław Gomułka","Przemówienie I Sekretarza Władysława Gomułki na VIII Plenum 21 X 1956","Dokumenty – zeszyt 2. Przemówienie Władysława Gomułki z komentarzem Juliusza Mieroszewskiego."
"1956","Stefan Korboński","W imieniu Kremla","Druga część „W imieniu Rzeczypospolitej” poświęcona okresowi powojennemu, książka stylizowana na autentyczny dziennik z lat 1945–1947."
"1956","Raymond Aron","Koniec wieku ideologii","Od myślenia ideologicznego w polityce do pragmatycznego. Jedna z trzech klasycznych obok Daniela Bella („Koniec ideologii”) i Liera van Henri („Le nouvel age”) książek na ten temat, napisanych w połowie XX wieku."
"1956","Graham Greene","Moc i chwała","Powieść sensacyjna na tle konfliktu polityczno-religijnego w Meksyku, uznana za jedną z najlepszych książek religijnych na świecie. W tle wydarzeń autor porusza ważne dylematy moralne."
"1956","JAN KOWALIK","»KULTURA«",""
"1956","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1956","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1956","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1956","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1956","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1956","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1957","Jerzy Zagórski","Olimp i Ziemia","Jerzy Zagórski – „Olimp i Ziemia”Moralitet z pantomimami 3 akty, 6 odsłon wierszem"
"1957","Aleksander Hertz","Amerykańskie stronnictwa polityczne (Mechanizm demokracji)","Hertz zajmuje się historią i działaniem systemu partyjnego w USA, wpływem interesów na politykę oraz programem politycznym poszczególnych stronnictw."
"1957","Leo Lipski","Dzień i noc","Zbiór opowiadań osnutych na kanwie doświadczeń deportowanych do Rosji i więźniów w sowieckich łagrach (nagroda literacka „Kultury” – 1955)."
"1957","Witold Gombrowicz","Dziennik (1953-1956)","Pierwszy tom obejmujący publikowany w „Kulturze” dziennik pisarza z lat 1953–1956. Gombrowicz swój dziennik zaczął pisać za namową Jerzego Giedroycia."
"1957","Paweł Zaremba","Historia Stanów Zjednoczonych","600-stronicowa rozprawa historyczna na temat Stanów Zjednoczonych, ze szczególnym uwzględnieniem zjawisk społecznych i kulturowych."
"1957","Józef Mackiewicz","Kontra","Autor odsłania mało znane kulisy II wojny światowej: los Kozaków, skazanych na zagładę zarówno przez Sowiety, jak i przez Niemców i Anglików."
"1957","Milovan Dżilas","Nowa klasa wyzyskiwaczy. (Analiza systemu komunistycznego)","Czołowy jugosłowiański „rewizjonista” i współpracownik Tity opisuje w swej książce proces tworzenia się elit w systemie komunistycznym."
"1957","Jeanne Hersch","Polityka i rzeczywistość","Praca z pogranicza politologii, socjologii oraz psychologii i filozofii traktująca o kondycji doktryny socjalistycznej oraz konieczności jej przebudowy. Tłumaczenie Czesława Miłosza."
"1957","Daniel Bell","Praca i jej gorycze. (Kult wydajności w Ameryce)","Książka amerykańskiego socjologa stanowi studium nad procesem pracy oraz ukazuje jej nieodzowny wpływ na rozwój społeczny oraz wewnętrzny człowieka."
"1957","Andrzej Bobkowski","Szkice piórkiem (Francja 1940-1944). T. I","Dziennik Bobkowskiego to zapis jego trzyletniego pobytu we Francji w trakcie II wojny światowej - najpierw rowerowej podróży po Francji, później jako uczestnika wydarzeń wojennych w samym Paryżu."
"1957","Andrzej Bobkowski","Szkice piórkiem (Francja 1940-1944). T. II","Dziennik Bobkowskiego to zapis jego trzyletniego pobytu we Francji w trakcie II wojny światowej - najpierw rowerowej podróży po Francji, później jako uczestnika wydarzeń wojennych w samym Paryżu."
"1957","Czesław Miłosz","Traktat poetycki","„«Traktat poetycki» stawiał diagnozę polskiej poezji, wspartą oceną dziejów europejskiej cywilizacji, oglądanych z perspektywy doświadczeń II wojny światowej.”  (prof. Aleksander Fiut w „Tygodniku Powszechnym”)"
"1957","Andrzej Chciuk","Smutny uśmiech","Na treść książki polskiego emigranta osiadłego w Australii składają się dwa opowiadania o tematyce emigracyjnej: dziennik emigranta w konwencji kabaretowej oraz nowela obyczajowa osadzona w australijskich realiach."
"1957","JAN KOWALIK","»KULTURA«",""
"1957","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1957","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1957","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1957","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1957","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1957","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1958","Marek Hłasko","Cmentarze. Następny do raju","Pierwszy wydany przez „Kulturę” zbiór opowiadań Hłaski, jednego z najgłośniejszych uciekinierów PRL, o problematyce politycznej i obyczajowej."
"1958","Albert Camus","Człowiek zbuntowany","Głośna książka o problemie politycznego terroru, a także o zagadnieniach egzystencjalnych dotyczących ludzkiego oporu wobec rzeczy ostatecznych i nieuniknionych."
"1958","Jan Winczakiewicz","Izrael w poezji polskiej","Pierwszy w polskiej literaturze zbiór wierszy o tematyce judaistycznej, która będąc zawsze obecną nie doczekała się wcześniej podkreślenia. Dobór i opracowanie Jana Winczakiewicza."
"1958","Czesław Miłosz","Kontynenty","Zbiór artykułów Czesława Miłosza poświęconych pisarzom z różnych krajów, zawierający także varia - noty, wiersze, przekłady poetyckie."
"1958","Howard Fast","Król jest nagi","Publikacja ukazująca drogę odwracania się i odchodzenia od doktryny komunistycznej jednego z najsłynniejszych amerykańskich komunistów."
"1958","Jan Kowalik","Polska w bibliografii niemieckiej 1954–1956",""
"1958","James Burnham","Rewolucja manadżerska","Klasyczna książka amerykańskiego politologa, poświęcona koncepcjom rozwoju kapitalizmu opartym na menedżeryzmie. Ze specjalną przedmową autora dla polskich czytelników."
"1958","Stanisław Rembek","W polu","Wznowienie powieści Rembeka z 1937 roku opisującej historię oddziału piechoty podczas wojny polsko-bolszewickiej 1920 roku."
"1958","Borys Łewycki","Warszawa – Kijów","Dokumenty – zeszyt 4. Informacja o stosunkach politycznych, gospodarczych i kulturalnych w latach 1945-1956 – opracował Borys Lewyćkyj."
"1958","Simone Adolphine Weil","Wybór pism","Wybór pism Weil, jednej z najważniejszych myślicielek i filozofek XX wieku, szeroko prezentujący jej poglądy religijne i społeczne."
"1958","JAN KOWALIK","»KULTURA«",""
"1958","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1958","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1958","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1958","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1958","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1958","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1959","Jan Kowalik","„Kultura” 1947-1957. Bibliografia zawartości treści. Działalność wydawnicza (1946 – maj 1959)",""
"1959","Borys Pasternak","Doktor Żiwago","Powieść o losach inteligencji w przed- i po-rewolucyjnej Rosji. Pasternak otrzymał za nią nagrodę Nobla, której władze ZSSR nie pozwoliły mu przyjąć."
"1959","Wacław Lednicki","Glossy Krasińskiego do apologetyki rosyjskiej","Studium poświęcone miejscu Rosji w Europie i jej stosunkom z Polską, wydane na 100-lecie śmierci wieszcza."
"1959","Marek Hłasko","Hrbitovy","Czeski przekład powieści „Cmentarze” Marka Hłaski. Przełożył K.R. Beny."
"1959","Wiktor Sukiennicki","Kolumbowy błąd. Szkice z historii, teorii i praktyki sowieckiego „komunizmu”","Dokumenty – zeszyt 7. Przeniesienie casusu Kolumba na grunt Rosji sowieckiej. Analiza dążeń Lenina do socjalizmu i ich błędnych założeń."
"1959","Czesław Miłosz","Kultura masowa","Dokumenty – zeszyt 6. Zbiór esejów poświęconych kulturze masowej w opracowaniu i przekładzie Czesława Miłosza. Wśród autorów m.in.: McLuhan, Greenberg czy MacDonald."
"1959","Wacław Iwaniuk","Milczenia. 1949-1959. Poezje","Okolicznościowy tom poezji wieńczący dziesięciolecie pracy twórczej Wacława Iwaniuka."
"1959","Tibor Déry","Niki","Alegoria uwikłania jednostki w bieżącą historię. Świat węgierskiej rewolucji i jej krwawe efekty widziane oczami psa (Niki) tworzą analogię do losu człowieczego."
"1959","Józef Łobodowski","Pieśń o Ukrainie","Pełen nostalgii i polsko-ukraińskiego patriotyzmu polski poemat, którego głównym motywem i bohaterem jest Ukraina. Książka zawiera również tłumaczenie na ukraiński."
"1959","","Program Związku Komunistów Jugosławii. Krytyka „Komunista”.","Dokumenty – zeszyt 5. Oficjalny program jugosłowiańskich komunistów."
"1959","Czesław Miłosz","Rodzinna Europa","Retrospektywna podróż Miłosza od młodości po lata 60., swoista kontynuacja „Doliny Issy”. Opowieść o swoistości wschodnioeuropejskiej tożsamości i jej kulturowej odmienności."
"1959","Tadeusz Katelbach","Rok złych wróżb (1943)","Książka Katelbacha, męża zaufania Piłsudskiego, przypomina istotne wydarzenia roku 1943 – odkrycie Katynia, kapitulację Włoch, śmierć Sikorskiego."
"1959","Jurij Ławrinenko","Rozstrielane widrodżenija","Antologia tekstów pisarzy ukraińskich, których powstanie przypada na lata 1917–1934 roku, których autorzy zaliczani są do pokolenia "rozstrzelanego odrodzenia"."
"1959","Abram Terc","Sąd idzie. Co to jest realizm socjalistyczny","Bohater książki Siniawskiego (ps. Terc), młody, niezależny krytyk sowiecki rozprawia się z oficjalną estetyką komunistyczną. Tłumaczenie J. Łobodowski, przedmowa G. Herling-Grudziński."
"1959","Tadeusz Nowakowski","Syn zadżumionych","Autor, będący byłym więźniem obozów koncentracyjnych, dokonuje w swej powieści rozliczenia z własną, wojenną przeszłością."
"1959","JAN KOWALIK","»KULTURA«",""
"1959","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1959","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1959","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1959","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1959","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1959","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1960","Stanisław Kot","Jerzy Niemirycz – w 300-lecie Ugody Hadziackiej","W swoim szkicu biograficznym autor przypomina postać Jerzego Niemirycza, który w XVII w. dążył do stworzenia konfederacji narodów: Korony, Ukrainy i Litwy."
"1960","Aldous Huxley","Nowy wspaniały świat poprawiony","Nowe wydanie „Nowego wspaniałego świata” Huxleya z 1931 roku zostało poszerzone o doświadczenia i przemyślenia autora na temat komunizmu i stalinizmu."
"1960","Józef Czapski","Oko","Zbiór szkiców literackich i artykułów Czapskiego pisanych na przestrzeni trzech dekad, ukazujące ewolucję poglądów i percepcji sztuki w oczach malarza."
"1960","Leo Lipski","Piotruś","Książka Lipskiego to pełna symboliki i głębokiego zakorzenienia w religii zarówno judaistycznej, jak i chrześcijańskiej, opowieść o ludzkiej samotności i degradacji."
"1960","Witold Gombrowicz","Pornografia","Kolejna powieść Gombrowicza wydana w ramach Instytutu Literackiego. Ponownie daje znać o sobie konwencja pisarska osnuta wokół "formy", abstrakcji, niemal bluźnierstwa."
"1960","Andrzej Chciuk","Rejs do Smithon – stary ocean","Zbiór opowiadań Andrzeja Chciuka, których główną inspiracją była praca pisarza wykonywana podczas rejsów na statkach u wybrzeży Australii i Tasmanii."
"1960","Artur Maria Swinarski","Sasza i bogowie. Cztery utwory dramatyczne","Jedyny zbiór dramatów Swinarskiego, poety, krytyka, osobistego sekretarza Stanisława Ignacego Witkiewicza, wydanych poza peerelowską cenzurą, na trzy lata przed decyzją o emigracji."
"1960","Gustaw Herling-Grudziński","Skrzydła ołtarza","Dwa opowiadania: „Wieża” i „Pieta dell’Isola” wydane po otrzymaniu przez pisarza nagrody literackiej „Kultury” za rok 1958. Studium o ludzkiej samotności i postaw ludzkich wobec śmierci."
"1960","Halszka Guilley-Chmielowska","Spotkania na galerii","Autorka kreśli w swej powieści obraz dwóch pozornie różnych społeczności - lwowskiej inteligencji oraz francuskich robotników."
"1960","Kazimierz Wierzyński","Tkanka ziemi. (Poezje)","Debiut Wierzyńskiego w Bibliotece „Kultury”, wydany po powrocie poety do Europy ze Stanów Zjednoczonych. W wyborze obecne są bliskie poecie motywy: uczucie osamotnienia, nostalgia za utraconą młodością i ojczyzną."
"1960","Czesław Miłosz","Węgry","Dokumenty – zeszyt 8. Tom esejów na temat rewolucji węgierskiej 1956 roku (opracowanie i tłumaczenie: Czesław Miłosz)."
"1960","JAN KOWALIK","»KULTURA«",""
"1960","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1960","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1960","MARIA DANILEWICZ ZIELIŃSKA","BIBLIOGRAPHY",""
"1960","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1960","ANNA SUPRUNIUK                            MIROSŁAW ADAM SUPRUNIUK","BIBLIOGRAPHY",""
"1960","Jacek Krawczyk                            Janusz Szymański","BIBLIOGRAPHY",""
"1961","Danuta Mostwin","Ameryko! Ameryko!","Debiutancka powieść Danuty Mostwin pokazująca życie Polaków w Stanach Zjednoczonych, której forma pozwala traktować całość jako dokument socjologiczny."
